character,dialog,movie
Eomer,I am sorry. Hasufel! Arod! ay these horses bear you to betterfortune than their former masters. Farewell. Look for your friends. But do not trust to hope. It has forsaken these lands. We ride north!,The_Two_Towers
Gimli,It's one of their wee belts.,The_Two_Towers
Legolas,Hiro hyn h'dh' ab 'wanath...,The_Two_Towers
Aragorn,Aaaaagh!,The_Two_Towers
Grima,I understand. His passing is hard to accept. Especially now that your brother has deserted you.,The_Two_Towers
Eowyn,"Leave me alone, snake!",The_Two_Towers
Grima,"Oh, but you are alone. Who knows what you've spoken to the darkness. . . . . . in the bitter watches of the night. . . . . . when all your life seems to shrink. The walls of your bower closing in about you. A hutch to trammel some wild thing in. So fair. So cold. Like a morning of pale spring. . . . . . still clinging to winter's chill.",The_Two_Towers
Eowyn,Your words are poison.,The_Two_Towers
Gimli,You'll find more cheer in a graveyard.,The_Two_Towers
Hama,"I cannot allow you before Theoden King so armed, Gandalf Greyhame. By order of Grima Wormtongue. Your staff.",The_Two_Towers
Gandalf,HmmmYou would not part an old man from his walking stick.,The_Two_Towers
Grima,"My lord, Gandalf the Grey is coming. He's a herald of woe.",The_Two_Towers
Gandalf,The courtesy of your hall is somewhat lessened of late. . . . . . Theoden King.,The_Two_Towers
Grima,He's not welcome.,The_Two_Towers
Theoden,Why should I welcome you. . . . . . Gandalf Stormcrow?,The_Two_Towers
Grima,"A just question, my liege. Late is the hour. . . . . . in which this conjurer chooses to appear. Lathspell I name him. Ill news is an ill guest.",The_Two_Towers
Gandalf,Be silent. Keep your forked tongue behind your teeth. I have not passed through fire and death. . . . . . to bandy crooked words with a witless worm.,The_Two_Towers
Grima,His staff. I told you to take the wizard's staff.,The_Two_Towers
Theoden,Grima. Grima. Grima.,The_Two_Towers
Eomer,Orcs are roaming freelyacross our lands. Unchecked. Unchallenged. Killing at will. Orcs bearing the White Hand of Saruman.,The_Two_Towers
Grima,Why do you lay these troubleson an already troubled mind? Can you not see? Your uncle is weariedby your malcontent. . . . . . your warmongering.,The_Two_Towers
Eomer,"Warmongering? How long is it sinceSaruman bought you? What was the promised price, Grima? When all the Men are deadyou will take your share of the treasure? Too long have you watched my sister. Too long have you haunted her steps.",The_Two_Towers
Grima,"You see much, Eomer, son of Eomund. Too much. You are banished forthwithfrom the kingdom of Rohan. . . . . . and all its domainsunder pain of death.",The_Two_Towers
Eomer,You have no authority here. Your orders mean nothing.,The_Two_Towers
Grima,This order does not come from me. It comes from the king. He signed it this morning.,The_Two_Towers
Gollum,"Dead? No, you cannot kill them. No. Wraiths! raiths on wings! hey are calling for it. They are calling for the precious.",The_Two_Towers
Sam,Mr. Frodo! It's all right. I'm here.,The_Two_Towers
Gollum,"Hurry, Hobbits. The Black Gate is very close.",The_Two_Towers
Gimli,Orc blood.,The_Two_Towers
Aragorn,These are strange tracks.,The_Two_Towers
Gimli,The air is so close in here.,The_Two_Towers
Legolas,This forest is old. Very old. Full of memory. . . . . . and anger. The trees are speaking to each other.,The_Two_Towers
Aragorn,Gimli! ower your axe.,The_Two_Towers
Gimli,Oh!,The_Two_Towers
Legolas,"They have feelings, my friend. The Elves began it. Waking up the treesteaching them to speak.",The_Two_Towers
Gimli,Talking trees. What do trees have to talk about? Except the consistencyof squirrel droppings.,The_Two_Towers
Legolas,"Aragorn, nad no ennas.",The_Two_Towers
Gandalf,"This will be the end of Gondor as we know it. Here the hammer stroke will fall hardest. If the river is taken, if the garrison at Osgiliath falls, the last defence of this city will be gone.",The_Return_of_the_King
Pippin,But we have the white wizard. That's got to count for something. Gandalf?,The_Return_of_the_King
Gandalf,Sauron has yet to show his deadliest servant. The one who will lead Mordor's army in war. The one they say no living man can kill. The Witch King of Angmar. You've met him before. He stabbed Frodo on Weathertop. He is the lord of the Nazg'l. The greatest of the nine.,The_Return_of_the_King
Gollum,"The Dead City! Very nasty place full of enemies. Quick, quick! They will see, they will see! Come away, come away. Look we have found it. The way into Mordor. The secret stair. Climb.",The_Return_of_the_King
Sam,No! Mr. Frodo.,The_Return_of_the_King
Gollum,Not that way! Whats it doing?,The_Return_of_the_King
Sam,No!,The_Return_of_the_King
Frodo,They're calling me. Put it out you fools! Put it out!,The_Return_of_the_King
Pippin,Well that's nice! That's nice! Ash on my tomatoes!,The_Fellowship_of_the_Ring
Frodo,Go!,The_Fellowship_of_the_Ring
Sam,Backl you Devils! Frodo!,The_Fellowship_of_the_Ring
Frodo,Oh Sam!,The_Fellowship_of_the_Ring
Sam,Strider! Help him Strider!,The_Fellowship_of_the_Ring
Strider,He's been stabbed by a Morgul blade. This is beyond my skill to heal. He needs elvish medicine Hurry!,The_Fellowship_of_the_Ring
Sam,It's six days from Rivendell! He'll never make it!,The_Fellowship_of_the_Ring
Strider,Frodo Frodo.,The_Fellowship_of_the_Ring
Frodo_Voice-over,GANDALF!,The_Fellowship_of_the_Ring
Sam,Athelas?,The_Fellowship_of_the_Ring
Strider,Kingsfoil.,The_Fellowship_of_the_Ring
Sam,"Kingsfoil, aye, its a weed!",The_Fellowship_of_the_Ring
Strider,It may help to slow the poison. Hurry!,The_Fellowship_of_the_Ring
Arwen,What's this? a Ranger caught off his guard? Frodo Im Arwen. Telin le thaed. Lasto beth nin. Tolo dan na galad.,The_Fellowship_of_the_Ring
Merry,Who is she?,The_Fellowship_of_the_Ring
Arwen,Frodo.,The_Fellowship_of_the_Ring
Sam,She's an elf!,The_Fellowship_of_the_Ring
Arwen,"He's fading He's not going to last. We must get him to my father. I've been looking for you for two days. There are five wraiths behind you, where the other four are I do not know.",The_Fellowship_of_the_Ring
Strider,Dartho guin perian. Rych le ad tolthathon.,The_Fellowship_of_the_Ring
Arwen,Hon mabathon. Rochon ellint im.,The_Fellowship_of_the_Ring
Strider,Andelu i ven.,The_Fellowship_of_the_Ring
Galadriel_Voice-over,"I amar prestar aen Han mathon ne nen Han mathon ne chae A han noston ned gwilith Much that once was is lost. For none now live who remember it. It began with the forging of the Great Rings. Three were given to the elves. Immortal, wisest and fairest of all beings. Seven to the dwarf lords, great miners and craftsmen of the mountain halls. And nine, nine rings were gifted to the race of men. Who above all else, desire power.",The_Fellowship_of_the_Ring
Theoden,Tonight we remember those who gave their blood to defend this country. Hail the victorious dead.,The_Return_of_the_King
People,Hail!,The_Return_of_the_King
Eomer,"No pauses, no spills.",The_Return_of_the_King
Frodo,Better than it was.,The_Fellowship_of_the_Ring
Gandalf,And the ring? you feel its power growing don't you. i've felt it too. you must be careful now. evil will be drawn to you from outside the fellowship and i fear from within.,The_Fellowship_of_the_Ring
Frodo,Who then do I trust?,The_Fellowship_of_the_Ring
Gandalf,You must trust to yourself. Trust your own strength.,The_Fellowship_of_the_Ring
Frodo,What do you mean?,The_Fellowship_of_the_Ring
Gandalf,There are many powers in this world for good or for evil. Some are greater than I am and against some I have not yet been tested.,The_Fellowship_of_the_Ring
Gimli,Ah! The walls of Moria! Dwarf doors are invisible when closed.,The_Fellowship_of_the_Ring
Gandalf,"Yes Gimli! Their own masters cannot find them, if their secrets are forgotten!",The_Fellowship_of_the_Ring
Legolas,Why doesn't that surprise me!,The_Fellowship_of_the_Ring
Gimli,Ach!,The_Fellowship_of_the_Ring
Gandalf,"It reads ""The Doors of Durin, Lord of Moria, Speak Friend and Enter"".",The_Fellowship_of_the_Ring
Merry,What do you suppose that means?,The_Fellowship_of_the_Ring
Gandalf,"Oh it's quite simple. If you are a friend, you speak the password and the doors will open Annon Edhellen, edro hi ammen! ( Fennas Nogothrim, lasto beth lammen.",The_Fellowship_of_the_Ring
Frodo,There's no promise you can makethat I can trust.,The_Two_Towers
Gollum,We swears. . . . . . to serve the master . . . . . . . . . . . of the precious. We will swear on. . . . . on the preciousGollum. Gollum.,The_Two_Towers
Frodo,The Ring is treacherous. It will hold you to your word.,The_Two_Towers
Gollum,Yes. . . . . . on the precious. . . . . On the precious.,The_Two_Towers
Sam,"I don't believe you! Get down! I said, down!",The_Two_Towers
Frodo,Sam!,The_Two_Towers
Sam,"He's trying to trick us. If we let him go, he'll throttle usin our sleep.",The_Two_Towers
Frodo,You know the way to Mordor?,The_Two_Towers
Gollum,Yes.,The_Two_Towers
Frodo,You've been there before?,The_Two_Towers
Gollum,Yes.,The_Two_Towers
Frodo,You will lead us to the Black Gate.,The_Two_Towers
Smeagol,"To the Gate, to the Gate! o the Gate, the master says. Yes!",The_Two_Towers
Gollum,No! We won't go back. Not there. Not to him. They can't make us. Gollum! Gollum!,The_Two_Towers
Smeagol,But we swore to serve the masterof the precious.,The_Two_Towers
Sam,Don't you lose him Samwise Gamgee and I don't mean to.,The_Fellowship_of_the_Ring
Frodo,Sam! We're still in The Shire. What could possibly happen!,The_Fellowship_of_the_Ring
Pippin,Frodo! Merry! Its Frodo Baggins!,The_Fellowship_of_the_Ring
Merry,Hello Frodo!,The_Fellowship_of_the_Ring
Sam,"Get off him! Frodo, are you alright?",The_Fellowship_of_the_Ring
Frodo,What's the meaning of this?,The_Fellowship_of_the_Ring
Merry,Hold these.,The_Fellowship_of_the_Ring
Sam,You've been into Farmer Maggot's crop!,The_Fellowship_of_the_Ring
Merry,And these.,The_Fellowship_of_the_Ring
Farmer_Maggot,Hoi! You get back here! Wait till I get this through you! Get out of my fields! You'll know the devil if I catch up with you!,The_Fellowship_of_the_Ring
Merry,Dunno why he's so upset! Its only a couple of carrots.,The_Fellowship_of_the_Ring
Pippin,And some cabbages and those few bags of potatoes that we lifted last week. and the mushrooms the week before. you've got my arm... argh! .. you've got my arm.,The_Fellowship_of_the_Ring
Sam,What is that?,The_Fellowship_of_the_Ring
Gimli,"Nothing, its just a whisp of cloud.",The_Fellowship_of_the_Ring
Boromir,Its moving fast.... against the wind.,The_Fellowship_of_the_Ring
Legolas,Crebain! From Dudland!,The_Fellowship_of_the_Ring
Aragorn,Hide!,The_Fellowship_of_the_Ring
Boromir,Hurry!,The_Fellowship_of_the_Ring
Aragorn,Frodo! Take cover!,The_Fellowship_of_the_Ring
Gandalf,Spies of Saruman. The passage south is being watched We must take the Pass of Caradhras.,The_Fellowship_of_the_Ring
Aragorn,Frodo! Boromir.,The_Fellowship_of_the_Ring
Boromir,It is a strange fate that we should suffer so much fear and doubt over so small a thingsuch a little thing.,The_Fellowship_of_the_Ring
Aragorn,Boromir! Give the Ring to Frodo.,The_Fellowship_of_the_Ring
Boromir,As you wish! i care not.,The_Fellowship_of_the_Ring
Elrond,Boromir!,The_Fellowship_of_the_Ring
Gandalf,"Ash nazg durbatul'k, ash nazg gimbatul ash nazg thrakatul'kagh burzum-ishi krimpatul.",The_Fellowship_of_the_Ring
Elrond,Never before has anyone uttered words of that tongue here in Imladris.,The_Fellowship_of_the_Ring
Gandalf,I do not ask your pardon Master Elrond for the Black Speech of Mordor may yet be heard in every corner of the West The Ring is altogether evil.,The_Fellowship_of_the_Ring
Boromir,"Aye it is a gift! gift to the foes of Mordor. Why not use this Ring? Long has my father, the Steward of Gondor kept the forces of Mordor at bey. By theof our people are your lands kept safe. Give Gondor the weapon of the enemy, let us use it against him.",The_Fellowship_of_the_Ring
Aragorn,You cannot wield it. None of us canThe One Ring answers to Sauron alone. It has no other master.,The_Fellowship_of_the_Ring
Boromir,And what would a ranger know of this matter? aragorn! this.. is isildur's heir.,The_Fellowship_of_the_Ring
Legolas,And heir to the throne of gondor.,The_Fellowship_of_the_Ring
Aragorn,"Havo dad, Legolas (,).",The_Fellowship_of_the_Ring
Boromir,Gondor has no King. Gondor needs no King.,The_Fellowship_of_the_Ring
Gandalf,Aragorn is right. We cannot use it.,The_Fellowship_of_the_Ring
Elrond,You have only one choice. The Ring must be destroyed.,The_Fellowship_of_the_Ring
Gimli,Then what are we waiting for.,The_Fellowship_of_the_Ring
Elrond,"The Ring cannot be destroyed, Gimli, son of Gloin, by any craft that we here possess. The Ring was made in the fires of Mount Doom. Only there can it be unmade. It must be taken deep into Mordor and cast back into the firey chasm from whence it came. One of you. . . . . . . . . . . must do this.",The_Fellowship_of_the_Ring
Gimli,We failed them.,The_Two_Towers
Aragorn,A Hobbit lay here. And the other. They crawled. Their hands were bound. Their bonds were cut. They ran over here. They were followed.,The_Two_Towers
Merry,The belt! un!,The_Two_Towers
Aragorn,Tracks lead away from the battle...,The_Two_Towers
Aragorn,. . . into Fangorn Forest.,The_Two_Towers
Gimli,Fangorn? What madness drove them in there?,The_Two_Towers
Gandalf,Theoden. . . . . . son of Thengel. . . . . . too long have you sat in the Shadows.,The_Two_Towers
Gimli,I would stay still if I were you.,The_Two_Towers
Gandalf,Hearken to me! I release you. . . . . . from the spell.,The_Two_Towers
Theoden,You have no power here . . . . . . Gandalf the.,The_Two_Towers
Gandalf,"I will draw you, Saruman, as poison is drawn from a wound.",The_Two_Towers
Aragorn,Wait.,The_Two_Towers
Theoden,"If I go, Theoden dies.",The_Two_Towers
Gandalf,You did not kill me. . . . . . you will not kill him.,The_Two_Towers
Theoden,Rohan is mine.,The_Two_Towers
Gandalf,Be gone.,The_Two_Towers
Theoden,I know your face. Eowyn. Eowyn. Gandalf?,The_Two_Towers
Gandalf,"Breathe the free air again, my friend.",The_Two_Towers
Theoden,Dark have been my dreams of late.,The_Two_Towers
Aragorn,Man cenich?,The_Two_Towers
Legolas,The White Wizard approaches.,The_Two_Towers
Aragorn,Do not let him speak. He will put a spell on us. We must be quick.,The_Two_Towers
White_Wizard,You are tracking the footstepsof two young Hobbits.,The_Two_Towers
Aragorn,Where are they? Who are you? Show yourself! It cannot be.,The_Two_Towers
Legolas,Forgive me. I mistook you for Saruman.,The_Two_Towers
Gandalf,"I am Saruman. Or rather, Sarumanas he should have been.",The_Two_Towers
Aragorn,You fell.,The_Two_Towers
Gandalf,Through fire. . . . . and water.,The_Two_Towers
Gandalf_Voice-over,From the lowest dungeonto the highest peak...... I fought with the Balrogof Morgoth.,The_Two_Towers
